,id,ioc_code,Country,type,DCP_ID,WMO,XMtInt,latitude,longitude,Har,gloss_id,OT12Code,Example,UTCOffset,OperatorID,status,status_description,localoperator,performanceoperator1,performanceoperator2,performanceoperator3,date_created,url,code,sensorid,statday,observations,first,last,updatedata,timestampdata,timestampupdate,sensor,rate,samples,units,i,offset,timeorder,lasttime,lastupdate,lastvalue,connect,countryname,nws_id,state,removed,PLATFORM_CODE,INSTITUTION,INSTITUTION_EDMO_CODE,Unnamed: 0,EP_PLATFORM_ID,EP_PLATFORM_TYPE,EP_PLATFORM_LINK,TIME_QC (1),SLEV_QC (1),SLEV_DM,site_code,platform_code,platform_name,pi_name,area,author,source,contributor_name,contributor_url,data_assembly_center,institution_edmo_code,institution_references,institution,wmo_platform_code,filename,contributor_abbreviated,contributor_full,contributor_website,contributor_contact,orginator,originator_website,originator_contact,coordinate_system,start_date_time,end_date_time,number_of_years,time_zone_hours,datum_information,instrument,precision,null_value,gauge_type,overall_record_quality,Location
1584,GESLA-ogi-gs20-jpn-jodc_giaj,,JPN,,,,,37.81471667,138.28111667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GS20,,,,,,,,,,,,,,ogi-gs20-jpn-jodc_giaj,JODC_GIAJ,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Geospatial Information Authority of Japan,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Unspecified,1972-12-31 15:00:00,2019-12-31 14:00:00,47.0,0.0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,Ogi
1585,GESLA-grant_line_canal_usgs-glc-usa-cdwr,,USA,,,,,37.8196,-121.5485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLC,,,,,,,,,,,,,,grant_line_canal_usgs-glc-usa-cdwr,CDWR,California Department of Water Resources,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,stalke@calpoly.edu,Data from various agencies  include CA-Department of Water Resources  US Geological Survey  and US Bureau of Reclamation,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,Unspecified,NAD 83,2005-07-15 15:00:00,2021-04-27 16:00:00,8.0,0.0,See https://cdec.water.ca.gov/ ,Unspecified,Unspecified,-99.9999,River,No obvious issues,Grant_Line_Canal_USGS
1586,GESLA-grant_line_canal_east-gle-usa-cdwr,,USA,,,,,37.82026,-121.43486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLE,,,,,,,,,,,,,,grant_line_canal_east-gle-usa-cdwr,CDWR,California Department of Water Resources,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,stalke@calpoly.edu,Data from various agencies  include CA-Department of Water Resources  US Geological Survey  and US Bureau of Reclamation,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,Unspecified,NAD 83,2017-09-18 17:00:00,2021-01-01 07:00:00,5.0,0.0,See https://cdec.water.ca.gov/ ,Unspecified,Unspecified,-99.9999,River,No obvious issues,Grant_Line_Canal_East
1587,GESLA-san_joaquin_river_above_dos_reis-sjd-usa-cdwr,,USA,,,,,37.82233,-121.31772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SJD,,,,,,,,,,,,,,san_joaquin_river_above_dos_reis-sjd-usa-cdwr,CDWR,California Department of Water Resources,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,stalke@calpoly.edu,Data from various agencies  include CA-Department of Water Resources  US Geological Survey  and US Bureau of Reclamation,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,Unspecified,NAD 83,2017-09-18 17:00:00,2021-01-01 07:00:00,5.0,0.0,See https://cdec.water.ca.gov/ ,Unspecified,Unspecified,-99.9999,River,Possible quality control issues,San_Joaquin_River_Above_Dos_Reis
1588,GESLA-tangier_island-8633532-usa-noaa,,USA,,,,,37.8283,-75.9933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8633532,,,,,,,,,,,,,,tangier_island-8633532-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1979-01-01 01:00:00,2005-06-30 23:00:00,6.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Tangier_Island
1589,GESLA-soma-gs18-jpn-jodc_giaj,,JPN,,,,,37.83055,140.96166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GS18,,,,,,,,,,,,,,soma-gs18-jpn-jodc_giaj,JODC_GIAJ,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Geospatial Information Authority of Japan,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Unspecified,1972-12-31 15:00:00,2019-12-31 14:00:00,47.0,0.0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,Possible datum issues,Soma
1590,GESLA-middle_river_at_undine_road-mru-usa-cdwr,,USA,,,,,37.8339,-121.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRU,,,,,,,,,,,,,,middle_river_at_undine_road-mru-usa-cdwr,CDWR,California Department of Water Resources,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,stalke@calpoly.edu,Data from various agencies  include CA-Department of Water Resources  US Geological Survey  and US Bureau of Reclamation,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,Unspecified,NAD 83,1982-10-01 08:00:00,2021-05-14 15:00:00,40.0,0.0,See https://cdec.water.ca.gov/ ,Unspecified,Unspecified,-99.9999,River,No obvious issues,Middle_River_at_Undine_Road
1591,GESLA-old_river_at_coney_island-cis-usa-cdwr,,USA,,,,,37.84589,-121.53797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CIS,,,,,,,,,,,,,,old_river_at_coney_island-cis-usa-cdwr,CDWR,California Department of Water Resources,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,stalke@calpoly.edu,Data from various agencies  include CA-Department of Water Resources  US Geological Survey  and US Bureau of Reclamation,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,Unspecified,NAD 83,2004-06-20 12:00:00,2021-01-01 08:00:00,18.0,0.0,See https://cdec.water.ca.gov/ ,Unspecified,Unspecified,-99.9999,River,Possible quality control issues,Old_River_at_Coney_Island
1592,GESLA-berkeley-9414816-usa-noaa,,USA,,,,,37.865,-122.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9414816,,,,,,,,,,,,,,berkeley-9414816-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1979-01-01 01:00:00,1979-09-01 07:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Berkeley
1593,GESLA-san_joaquin_r_at_brandt_bridge-bdt-usa-cdwr,,USA,,,,,37.865,-121.3231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDT,,,,,,,,,,,,,,san_joaquin_r_at_brandt_bridge-bdt-usa-cdwr,CDWR,California Department of Water Resources,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,stalke@calpoly.edu,Data from various agencies  include CA-Department of Water Resources  US Geological Survey  and US Bureau of Reclamation,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,Unspecified,NAD 83,2005-04-06 20:00:00,2021-01-01 07:00:00,17.0,0.0,See https://cdec.water.ca.gov/ ,Unspecified,Unspecified,-99.9999,River,Possible quality control issues,San_Joaquin_R_at_Brandt_Bridge
1594,GESLA-wares_wharf-8635985-usa-noaa,,USA,,,,,37.8733,-76.7833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8635985,,,,,,,,,,,,,,wares_wharf-8635985-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2007-01-01 01:00:00,2009-07-28 11:00:00,3.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,River,No obvious issues,Wares_Wharf
1595,GESLA-middle_river_at_tracy_blvd-mtb-usa-cdwr,,USA,,,,,37.881,-121.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MTB,,,,,,,,,,,,,,middle_river_at_tracy_blvd-mtb-usa-cdwr,CDWR,California Department of Water Resources,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,stalke@calpoly.edu,Data from various agencies  include CA-Department of Water Resources  US Geological Survey  and US Bureau of Reclamation,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,Unspecified,NAD 83,1987-10-01 08:00:00,2021-06-02 19:00:00,35.0,0.0,See https://cdec.water.ca.gov/ ,Unspecified,Unspecified,-99.9999,River,Possible quality control issues,Middle_River_at_Tracy_Blvd
1596,GESLA-old_river_at_byron-orb-usa-cdwr,,USA,,,,,37.89,-121.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ORB,,,,,,,,,,,,,,old_river_at_byron-orb-usa-cdwr,CDWR,California Department of Water Resources,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,stalke@calpoly.edu,Data from various agencies  include CA-Department of Water Resources  US Geological Survey  and US Bureau of Reclamation,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,Unspecified,NAD 83,2000-08-28 20:00:00,2021-01-01 07:00:00,22.0,0.0,See https://cdec.water.ca.gov/ ,Unspecified,Unspecified,-99.9999,River,Possible datum and quality control issues,Old_River_at_Byron
1597,GESLA-old_river_near_byron_ca-11313315-usa-usgs,,USA,,,,,37.891036,-121.570228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11313315,,,,,,,,,,,,,,old_river_near_byron_ca-11313315-usa-usgs,USGS,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,stalke@calpoly.edu,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,https://answers.usgs.gov,NAD27,2007-10-01 08:00:00,2021-04-06 17:00:00,15.0,0.0,USGS Station Datum (see USGS station webpage for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues,Old_River_Near_Byron_Ca
1598,GESLA-discovery_bay_at_discovery_bay_blv-dbd-usa-cdwr,,USA,,,,,37.8928,-121.6025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DBD,,,,,,,,,,,,,,discovery_bay_at_discovery_bay_blv-dbd-usa-cdwr,CDWR,California Department of Water Resources,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,stalke@calpoly.edu,Data from various agencies  include CA-Department of Water Resources  US Geological Survey  and US Bureau of Reclamation,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,Unspecified,NAD 83,2001-10-01 08:00:00,2021-05-10 16:00:00,20.0,0.0,See https://cdec.water.ca.gov/ ,Unspecified,Unspecified,-99.9999,River,No obvious issues,Discovery_Bay_at_Discovery_Bay_Blv
1599,GESLA-southern_chincoteague_island-8630315-usa-noaa,,USA,,,,,37.90239,-75.4079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8630315,,,,,,,,,,,,,,southern_chincoteague_island-8630315-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2019-01-01 01:00:00,2021-08-31 23:00:00,3.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Southern_Chincoteague_Island
1600,GESLA-bolinas-9414958-usa-noaa,,USA,,,,,37.90778,-122.678612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9414958,,,,,,,,,,,,,,bolinas-9414958-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2009-01-01 01:00:00,2018-10-31 15:00:00,10.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Bolinas
1601,GESLA-discovery_bay_at_indian_slough-dbi-usa-cdwr,,USA,,,,,37.91765,-121.58672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DBI,,,,,,,,,,,,,,discovery_bay_at_indian_slough-dbi-usa-cdwr,CDWR,California Department of Water Resources,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,stalke@calpoly.edu,Data from various agencies  include CA-Department of Water Resources  US Geological Survey  and US Bureau of Reclamation,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,Unspecified,NAD 83,2001-10-01 08:00:00,2021-05-10 15:00:00,20.0,0.0,See https://cdec.water.ca.gov/ ,Unspecified,Unspecified,-99.9999,River,No obvious issues,Discovery_Bay_at_Indian_Slough
1602,GESLA-starling_creek_at_port_of_saxis_at_saxis_va-1484938-usa-usgs,,USA,,,,,37.918828,-75.727539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484938,,,,,,,,,,,,,,starling_creek_at_port_of_saxis_at_saxis_va-1484938-usa-usgs,USGS,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,stalke@calpoly.edu,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,https://answers.usgs.gov,NAD83,2015-08-27 04:00:00,2020-12-23 11:00:00,6.0,0.0,USGS Station Datum (see USGS station webpage for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Starling_Creek_At_Port_Of_Saxis_At_Saxis_Va
1603,GESLA-jones_tract-jtr-usa-cdwr,,USA,,,,,37.9224,-121.5182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JTR,,,,,,,,,,,,,,jones_tract-jtr-usa-cdwr,CDWR,California Department of Water Resources,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,stalke@calpoly.edu,Data from various agencies  include CA-Department of Water Resources  US Geological Survey  and US Bureau of Reclamation,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,Unspecified,NAD 83,2008-11-12 22:00:00,2021-01-01 07:00:00,14.0,0.0,See https://cdec.water.ca.gov/ ,Unspecified,Unspecified,-99.9999,River,Possible quality control issues,Jones_Tract
1604,GESLA-chincoteague-8630249-usa-noaa,,USA,,,,,37.9317,-75.3833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8630249,,,,,,,,,,,,,,chincoteague-8630249-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1976-01-01 01:00:00,1982-11-19 01:00:00,4.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,Possible datum issues,Chincoteague
1605,IOC-peir,peir,HEL,SF,,,5.0,37.934733,23.621217,0.0,,,,0.0,,1,,81.0,,,,2009-11-20 16:59:30.000,,peir,1086.0,2023-09-07 05:16:00,288.0,2023-09-06 05:20:00,2023-09-07 05:15:00,1.0,0.0,0.0,pr1,5.0,1.0,M,,,1.0,2023-09-08 08:45:00.000,2023-09-08 08:45:43.000,0.81,SF,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peiraias
1606,GESLA-san_joaquin_r_bl_garwood_bridge_a_stockton_ca-11304810-usa-usgs,,USA,,,,,37.93548,-121.330224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11304810,,,,,,,,,,,,,,san_joaquin_r_bl_garwood_bridge_a_stockton_ca-11304810-usa-usgs,USGS,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,stalke@calpoly.edu,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,https://answers.usgs.gov,NAD27,1995-08-01 22:00:00,2021-04-06 16:00:00,27.0,0.0,USGS Station Datum (see USGS station webpage for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,Possible datum issues,San_Joaquin_R_Bl_Garwood_Bridge_A_Stockton_Ca
1607,GESLA-middle_r_at_middle_river_ca-11312676-usa-usgs,,USA,,,,,37.942702,-121.534117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11312676,,,,,,,,,,,,,,middle_r_at_middle_river_ca-11312676-usa-usgs,USGS,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,stalke@calpoly.edu,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,https://answers.usgs.gov,NAD27,2007-10-01 08:00:00,2021-04-06 17:00:00,15.0,0.0,USGS Station Datum (see USGS station webpage for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues,Middle_R_At_Middle_River_Ca
1608,GESLA-corte_madera_creek-9414874-usa-noaa,,USA,,,,,37.9433,-122.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9414874,,,,,,,,,,,,,,corte_madera_creek-9414874-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1977-01-01 01:00:00,1978-12-11 18:00:00,2.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Corte_Madera_Creek
1609,CMEMS-SinesTG,,,,,,,37.949,-8.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SinesTG,Instituto Hidrogr\u00e1fico da Marinha Portuguesa (Portugal),590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SinesTG
1610,GESLA-stockton_california-9414883-usa-da_sat,,USA,,,,,37.95833333,-121.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9414883,,,,,,,,,,,,,,stockton_california-9414883-usa-da_sat,DA_SAT,Stefan A. Talke,https://ceenve.calpoly.edu/faculty/stalke,stalke@calpoly.edu,Stefan A. Talke,https://ceenve.calpoly.edu/faculty/stalke,stalke@calpoly.edu,NAD 27,1933-01-01 08:00:00,1954-01-01 08:00:00,20.0,0.0,17.36 ft below Benchmark 1; Unknown tie to modern datum; contact NOAA for datum information,Unspecified,Unspecified,-99.9999,River,No obvious issues,Stockton_California
1611,IOC-MRTM,MRTM,ITA,SW,,,0.25,37.966238,12.076653,,,,,0.0,,1,,28.0,,,,2022-10-03 10:39:46.550,,mrtm,2848.0,2023-09-07 05:15:00,5645.0,2023-09-06 05:18:00,2023-09-07 05:15:00,0.0,0.0,0.0,pr1,0.25,20.0,M,,,1.0,2023-09-08 08:47:45.000,2023-09-08 08:48:51.000,-0.068,SW,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marettimo
1612,GESLA-old_river_at_bacon_island-obi-usa-cdwr,,USA,,,,,37.96937,-121.57222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBI,,,,,,,,,,,,,,old_river_at_bacon_island-obi-usa-cdwr,CDWR,California Department of Water Resources,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,stalke@calpoly.edu,Data from various agencies  include CA-Department of Water Resources  US Geological Survey  and US Bureau of Reclamation,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,Unspecified,NAD 83,2007-07-03 07:00:00,2021-01-01 08:00:00,15.0,0.0,See https://cdec.water.ca.gov/ ,Unspecified,Unspecified,-99.9999,River,No obvious issues,Old_River_at_Bacon_Island
1613,IOC-noat,noat,HEL,SB,GR-NOAT-00,,1.0,37.973354,23.71816,,,,,0.0,,3,,,,,,2023-06-23 13:37:07.623,,noat,3240.0,2023-09-07 05:15:00,110.0,2023-09-07 00:02:00,2023-09-07 01:51:00,31.0,31.0,0.0,rad,1.0,1.0,M,,3.0,1.0,2023-09-08 01:51:00.000,2023-09-08 02:53:07.000,0.0,SB,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOA test station
1614,GESLA-crisfield-8571091-usa-noaa,,USA,,,,,37.9767,-75.8633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8571091,,,,,,,,,,,,,,crisfield-8571091-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1981-01-01 01:00:00,1981-10-20 11:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Crisfield
1615,GESLA-jesters_island-8630111-usa-noaa,,USA,,,,,37.9817,-75.3017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8630111,,,,,,,,,,,,,,jesters_island-8630111-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1985-01-01 01:00:00,1985-11-07 13:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Jesters_Island
1616,GESLA-niigatahigashi-4001-jpn-jodc_pahb,,JPN,,,,,37.99045,139.21728333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4001,,,,,,,,,,,,,,niigatahigashi-4001-jpn-jodc_pahb,JODC_PAHB,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Ports and Harbours Bureau,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Unspecified,2010-12-31 15:00:00,2019-12-31 14:00:00,10.0,0.0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,Possible datum issues,Niigatahigashi
1617,GESLA-turner_cut_near_holt-trn-usa-cdwr,,USA,,,,,37.9928,-121.4542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRN,,,,,,,,,,,,,,turner_cut_near_holt-trn-usa-cdwr,CDWR,California Department of Water Resources,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,stalke@calpoly.edu,Data from various agencies  include CA-Department of Water Resources  US Geological Survey  and US Bureau of Reclamation,https://cdec.water.ca.gov/ and https://wdl.water.ca.gov/waterdatalibrary/,Unspecified,NAD 83,2002-12-31 09:00:00,2021-01-01 08:00:00,20.0,0.0,See https://cdec.water.ca.gov/ ,Unspecified,Unspecified,-99.9999,River,Possible quality control issues,Turner_Cut_Near_Holt
1618,COOPS-PRYC1,,United States,,,,,37.994171142578125,-122.9736099243164,,,,,,,active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRYC1,CA,"2022-10-23 00:00:00,2022-10-22 20:30:00,2022-10-22 20:00:00,2018-12-10 19:00:00,2018-12-10 00:00:00,2018-12-06 02:00:00,2018-12-06 01:00:00,2017-10-15 17:00:00,2017-10-14 23:05:00,2016-10-17 18:00:00,2016-10-15 23:58:00,2015-10-17 18:00:00,2014-10-25 15:21:00,2013-11-14 19:00:00,2011-12-06 20:58:00,2010-08-13 00:00:00,2009-08-20 00:00:00,2008-08-14 00:00:00,2007-08-27 00:00:00,2006-09-07 16:19:00,2006-09-07 16:19:00,2006-09-07 16:18:00,2006-09-07 00:00:00,2006-09-06 00:00:00,2004-11-01 00:00:00,2003-10-21 00:00:00,2002-10-27 00:00:00,2001-10-23 00:00:00,2001-01-25 00:00:00,2000-09-18 00:00:00,1997-08-26 00:00:00,1996-08-19 00:00:00,1993-10-22 23:59:00,1993-09-20 00:00:00,1992-09-13 00:00:00,1991-10-09 00:00:00,1990-10-06 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point Reyes
1619,GESLA-blackslough_landing-9415021-usa-noaa,,USA,,,,,37.994694,-121.41904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9415021,,,,,,,,,,,,,,blackslough_landing-9415021-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2015-01-01 00:00:00,2015-03-31 23:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,River,No obvious issues,Blackslough_Landing
1620,IOC-leva,leva,USA,NA,33660644,SXXX03,6.0,37.995,-76.4653,0.0,,,,0.0,,1,,43.0,,,,2006-06-07 04:30:00.000,,,,,,,,,,,,,,,,,,,,,SXXX03,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lewisetta_VA
