,Station_Name,ioc_code,gloss_id,latitude,longitude,Country,connection,contacts,dcp_id,last_observation_level,last_observation_time,delay,interval,added_to_system,observations_arrived_per_week,observations_expected_per_week,observations_ratio_per_week,observations_arrived_per_month,observations_expected_per_month,observations_ratio_per_month,observations_ratio_per_day,sample_interval,average_delay_per_day,transmit_interval,ioc_id,nws_id,state,status,removed,nos_id,coops_id,PLATFORM_CODE,INSTITUTION,INSTITUTION_EDMO_CODE,cmems_id,Unnamed: 0,EP_PLATFORM_ID,EP_PLATFORM_TYPE,EP_PLATFORM_LINK,TIME_QC (1),SLEV_QC (1),SLEV_DM,site_code,platform_code,platform_name,pi_name,area,author,source,contributor_name,contributor_url,data_assembly_center,institution_edmo_code,institution_references,institution,wmo_platform_code,emodnet_id,filename,contributor_abbreviated,contributor_full,contributor_website,contributor_contact,orginator,originator_website,originator_contact,coordinate_system,start_date_time,end_date_time,number_of_years,time_zone_hours,datum_information,instrument,precision,null_value,gauge_type,overall_record_quality,gesla3_id,seaset_id
2344,Tadotsu,,,34.275,133.745,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7319,,,,,,,,,,,,,,,tadotsu-7319-jpn-jodc_pahb,JODC_PAHB,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Ports and Harbours Bureau,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Unspecified,2010-12-31 15:00:00,2019-12-31 14:00:00,10.0,0.0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,Tadotsu,2344
2349,Tannowa,,,34.33888333,135.17805,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA29,,,,,,,,,,,,,,,tannowa-ma29-jpn-jodc_jma,JODC_JMA,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Japan Meteorological Agency,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Unspecified,1966-12-31 15:00:00,2019-12-31 14:00:00,54.0,0.0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,Tannowa,2349
5017,Rincon_Island,,,34.3483,-119.443,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9411270,,,,,,,,,,,,,,,rincon_island-9411270-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1979-01-01 01:00:00,1990-11-01 14:00:00,12.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Rincon_Island,5017
2230,Hiroshima,,,34.35305,132.46471667,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HD14,,,,,,,,,,,,,,,hiroshima-hd14-jpn-jodc_jcg,JODC_JCG,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Japan Coast Guard,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Unspecified,1951-12-31 15:00:00,2019-12-31 14:00:00,69.0,0.0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,Possible datum issues,Hiroshima,2230
2205,Aoki,,,34.365,133.68778333,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7318,,,,,,,,,,,,,,,aoki-7318-jpn-jodc_pahb,JODC_PAHB,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Ports and Harbours Bureau,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Unspecified,2010-12-31 15:00:00,2019-12-31 14:00:00,10.0,0.0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,Aoki,2205
5139,Santa_Barbara,,,34.403111,-119.692806,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9411340,,,,,,,,,,,,,,,santa_barbara-9411340-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1979-01-01 01:00:00,2021-08-31 23:00:00,28.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Santa_Barbara,5139
5137,Santa Barbara CA,sanb,,34.408,-119.685,USA,SXXX03,National Ocean Service-NOAA ( USA ),3362E08C,,-down-,,6',2006-06-07 04:30:00,-down-,,0.0,-down-,,0.0,0.0,',,6',Santa Barbara CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5137
3610,Black_River_NC,,,34.4313,-78.144123,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bla,,,,,,,,,,,,,,,black_river_nc-bla-usa-ncdem,NCDEM,North Carolina Department of Emergency Management,https://fiman.nc.gov/,stalke@calpoly.edu,North Carolina Department of Emergency Management,https://fiman.nc.gov/,Unspecified,NAD 83,2019-05-29 23:00:00,2021-04-24 00:00:00,3.0,0.0,Zero is 0 ft above NAVD-88 datum,Unspecified,Unspecified,-99.9999,River,No obvious issues,Black_River_NC,3610
4213,Harvest_Oil_P_CA,,,34.468,-120.673,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594A,,,,,,,,,,,,,,,harvest_oil_p_ca-594a-usa-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,Unspecified,Unspecified,Unspecified,1992-05-14 04:00:00,2018-12-31 23:00:00,22.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Harvest_Oil_P_CA,4213
5826,Oil Platform Harvest,,,34.46916961669922,-120.68193817138672,United States,,,,,,,,,,,,,,,,,,,,HRVC1,CA,active,"2020-11-20 04:48:00,2016-01-19 00:01:00,2016-01-19 00:00:00,2015-06-25 00:00:00,2015-06-23 00:00:00,2013-12-05 00:00:00,2013-12-03 00:00:00,2013-04-07 00:05:00,2010-08-25 00:00:00,2007-09-14 23:59:00,2007-09-14 00:00:00,2004-03-04 00:00:00,2003-04-25 00:00:00,2002-11-04 00:00:00,2001-11-29 00:00:00,1998-12-01 00:00:00,1997-11-18 00:00:00,1996-10-10 00:00:00,1994-10-18 23:00:00,1994-04-20 00:00:00,1994-03-15 23:00:00,1993-10-21 23:00:00,1993-07-27 23:00:00,1993-03-26 23:00:00,1992-09-21 23:00:00",9411406.0,Oil Platform Harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5826
4121,Gaviota_State_Park,,,34.46939,-120.228306,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9411399,,,,,,,,,,,,,,,gaviota_state_park-9411399-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2012-01-01 01:00:00,2013-03-08 18:00:00,2.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Gaviota_State_Park,4121
2366,Uno,,,34.48861667,133.94945,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA33,,,,,,,,,,,,,,,uno-ma33-jpn-jodc_jma,JODC_JMA,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Japan Meteorological Agency,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Unspecified,1964-12-31 15:00:00,2019-12-31 14:00:00,56.0,0.0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,Uno,2366
5431,Vandenberg Space Force Base,vsfb,,34.555,-120.61,USA,SZXX01,University of Hawaii Sea Level Center ( USA ),300434066947600,7.22,10:19,9',5',2023-08-30 09:26:40,9075,10080.0,90.0,39200,41760.0,94.0,98.0,1',6',5',Vandenberg Space Force Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5431
4722,Northeast_Cape_Fear_R_Nr_Burgaw_Nc,,,34.5983,-77.8753,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2108566,,,,,,,,,,,,,,,northeast_cape_fear_r_nr_burgaw_nc-2108566-usa-usgs,USGS,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,stalke@calpoly.edu,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,https://answers.usgs.gov,1x1 cell,2007-10-01 05:00:00,2021-04-27 16:00:00,15.0,0.0,USGS Station Datum (see USGS station webpage for tie to geocentric datum),Unspecified,Unspecified,-99.9999,River,No obvious issues,Northeast_Cape_Fear_R_Nr_Burgaw_Nc,4722
2200,Akabane,,,34.605,137.1883,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA81,,,,,,,,,,,,,,,akabane-ma81-jpn-jodc_jma,JODC_JMA,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Japan Meteorological Agency,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Unspecified,2006-12-31 15:00:00,2019-12-31 14:00:00,13.0,0.0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,Akabane,2200
2402,Omaezaki,omae,,34.61,138.22,Japan,SWJP40,Japan Meteorological Agency ( Japan ),OMAEZAKI,1.76,10:19,9',10',2008-05-15 13:59:00,10040,10080.0,100.0,41610,41760.0,100.0,100.0,1',8',10',Omaezaki,,,,,,,,,,,,,,,,,,MA20,,,,,,,,,,,,,,,omaezaki-ma20-jpn-jodc_jma,JODC_JMA,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Japan Meteorological Agency,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Unspecified,1960-12-31 15:00:00,2019-12-31 14:00:00,60.0,0.0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,Omaezaki,2402
3710,Cape_Lookout,,,34.6133,-76.5383,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8656841,,,,,,,,,,,,,,,cape_lookout-8656841-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1976-01-01 01:00:00,1976-04-27 23:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Cape_Lookout,3710
2343,Susa,,,34.6275,131.60471667,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GS16,,,,,,,,,,,,,,,susa-gs16-jpn-jodc_giaj,JODC_GIAJ,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Geospatial Information Authority of Japan,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Unspecified,1969-12-31 15:00:00,2019-12-31 14:00:00,50.0,0.0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,Susa,2343
2362,Tsushimahidakatsu,,,34.6554,129.4782,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA85,,,,,,,,,,,,,,,tsushimahidakatsu-ma85-jpn-jodc_jma,JODC_JMA,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Japan Meteorological Agency,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Unspecified,2009-12-31 15:00:00,2019-12-31 14:00:00,10.0,0.0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,Tsushimahidakatsu,2362
3629,Bogue_Sound_NC,,,34.6682,-77.06348,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bog,,,,,,,,,,,,,,,bogue_sound_nc-bog-usa-ncdem,NCDEM,North Carolina Department of Emergency Management,https://fiman.nc.gov/,stalke@calpoly.edu,North Carolina Department of Emergency Management,https://fiman.nc.gov/,Unspecified,NAD 83,2019-03-07 07:00:00,2021-04-12 23:00:00,3.0,0.0,Zero is 0 ft above NAVD-88 datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Bogue_Sound_NC,3629
1274,Limassol,leme,,34.669,33.042,Cyprus,ftp,Cyprus University of Technology ( Cyprus ),,0.11,10:00,28',5',2023-06-14 17:09:49,10080,10080.0,100.0,41740,41760.0,100.0,100.0,1',2',5',Limassol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274
2256,Kobe,,,34.68221667,135.19028333,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA31,,,,,,,,,,,,,,,kobe-ma31-jpn-jodc_jma,JODC_JMA,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Japan Meteorological Agency,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Unspecified,1964-12-31 15:00:00,2019-12-31 14:00:00,55.0,0.0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,Kobe,2256
3490,Atlantic_Beach_Triple_S_Pier,,,34.6933,-76.7117,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8656590,,,,,,,,,,,,,,,atlantic_beach_triple_s_pier-8656590-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1975-01-01 01:00:00,2000-06-29 18:00:00,12.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Atlantic_Beach_Triple_S_Pier,3490
4976,QueensCreek_Hubert_NC,,,34.7129,-77.22242,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Que,,,,,,,,,,,,,,,queenscreek_hubert_nc-que-usa-ncdem,NCDEM,North Carolina Department of Emergency Management,https://fiman.nc.gov/,stalke@calpoly.edu,North Carolina Department of Emergency Management,https://fiman.nc.gov/,Unspecified,NAD 83,2019-01-25 14:00:00,2021-04-24 14:00:00,3.0,0.0,Zero is 0 ft above NAVD-88 datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,QueensCreek_Hubert_NC,4976
4618,Morehead_City_Harbor,,,34.72,-76.71083,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8656502,,,,,,,,,,,,,,,morehead_city_harbor-8656502-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1996-01-01 01:00:00,1996-09-03 23:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Morehead_City_Harbor,4618
5258,Spooners_Creek,,,34.725,-76.8033,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8656467,,,,,,,,,,,,,,,spooners_creek-8656467-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2012-01-01 01:00:00,2012-08-01 12:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Spooners_Creek,5258
1277,Zygi,zygi,,34.727,33.338,Cyprus,ftp,Cyprus Oceanography Center ( Cyprus ),ZYGI1,1.91,-down-,3183d,1',2011-09-07 14:55:04,-down-,20160.0,0.0,-down-,,0.0,0.0,0.5',,1',Zygi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277
1129,Lianyungang,,,34.75,119.417,CHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639A,,,,,,,,,,,,,,,lianyungang-639a-chn-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, China National Oceanographic Data Center  China ,Unspecified,Unspecified,Unspecified,1975-01-01 00:00:00,1997-12-31 15:00:00,23.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Lianyungang,1129
1275,Paphos,papho,,34.755,32.409,Cyprus,ftp,Cyprus Oceanography Center ( Cyprus ),,-999.0,-down-,2472d,1',2011-03-09 15:35:59,-down-,40320.0,0.0,-down-,,0.0,0.0,0.25',,1',Paphos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275
4617,Morehead_Beaufort_YC,,,34.7683,-76.6717,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8656306,,,,,,,,,,,,,,,morehead_beaufort_yc-8656306-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1996-01-01 01:00:00,1996-09-03 23:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Morehead_Beaufort_YC,4617
3830,Core_Sound,,,34.79675,-76.455472,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8656201,,,,,,,,,,,,,,,core_sound-8656201-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2012-01-01 01:00:00,2012-08-01 17:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Core_Sound,3830
3829,Core_Creek_Bridge,,,34.825,-76.69,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8656084,,,,,,,,,,,,,,,core_creek_bridge-8656084-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1996-01-01 01:00:00,1996-09-08 23:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Core_Creek_Bridge,3829
1950,Gavdos,gvd9,,34.848,24.12,Greece,bgan,"National Technical University of Athens ( Greece ) +Goddard Earth Science and Technology Center, University of Maryland, Baltimore County ( USA )",GR-GVD9-00,2.79,-down-,2925d,6',2012-09-10 16:08:07,-down-,1680.0,0.0,-down-,,0.0,0.0,6',,6',Gavdos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950
5168,Sea_Level,,,34.875,-76.3433,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8655875,,,,,,,,,,,,,,,sea_level-8655875-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2004-01-01 01:00:00,2004-06-30 23:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Sea_Level,5168
2391,Hamada,hmda,326,34.9,132.07,Japan,SWJP40,Japan Meteorological Agency ( Japan ),HAMADA,2.33,10:19,9',10',2012-03-21 10:11:38,10040,10080.0,100.0,41610,41760.0,100.0,100.0,1',8',10',Hamada,,,,,,,,,,,,,,,,,,348A,,,,,,,,,,,,,,,hamada-348a-jpn-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Japan Oceanographic Data Center  Japan ,Unspecified,Unspecified,Unspecified,1984-02-29 15:00:00,2018-12-31 14:00:00,35.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Hamada,2391
1273,Larnaca,larn,,34.916,33.641,Cyprus,ftp,Cyprus Oceanography Center ( Cyprus ),CY-LAR2-00,17.36,-down-,2987d,0.5',2013-05-08 12:35:29,-down-,20160.0,0.0,-down-,41760.0,0.0,0.0,0.5',,0.5',Larnaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273
2396,Mera,mera,86,34.92,139.83,Japan,SWJP40,Japan Meteorological Agency ( Japan ),MERA,1.55,10:19,9',10',2012-03-21 10:04:33,10040,10080.0,100.0,41610,41760.0,100.0,100.0,1',8',10',Mera,,,,,,,,,,,,,,,,,,352A,,,,,,,,,,,,,,,mera-352a-jpn-uhslc,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Japan Meteorological Agency  Japan ,Unspecified,Unspecified,Unspecified,1965-01-01 00:00:00,2018-12-31 14:00:00,53.0,0.0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Mera,2396
1952,Ierapetra,iera,,35.0,25.74,Greece,web,National Observatory of Athens ( Greece ) +Joint Research Centre ( Europe ),,0.13,2023-12-31 14:20,66d,3',2018-10-29 20:37:45,,10080.0,0.0,,,0.0,0.0,1',,3',Ierapetra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952
2334,Shimizuminato,,,35.01166667,138.5175,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA19,,,,,,,,,,,,,,,shimizuminato-ma19-jpn-jodc_jma,JODC_JMA,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Japan Meteorological Agency,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Unspecified,1964-12-31 15:00:00,2019-12-31 14:00:00,56.0,0.0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,Shimizuminato,2334
3730,Cedar_Island,,,35.02,-76.31,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8655151,,,,,,,,,,,,,,,cedar_island-8655151-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,1979-01-01 01:00:00,1980-06-01 16:00:00,2.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Cedar_Island,3730
1276,Paralimni,para,,35.038,34.037,Cyprus,ftp,Cyprus Oceanography Center ( Cyprus ),,2.22,-down-,2735d,0.5',2013-05-08 12:11:56,-down-,20160.0,0.0,-down-,,0.0,0.0,0.5',,0.5',Paralimni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276
5019,River_Dunes,,,35.08528,-76.6004,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8654875,,,,,,,,,,,,,,,river_dunes-8654875-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2012-01-01 01:00:00,2012-08-06 17:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,River_Dunes,5019
2417,Busan,busa,84,35.093,129.037,Korea,ftp,Korea Hydrographic and Oceanographic Administration ( Korea ) +Korea Environmental Science & Technology Institute ( Korea ),,0.89,09:58,30',1',2010-07-23 10:38:02,10080,10080.0,100.0,41760,41760.0,100.0,100.0,1',6',1',Busan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417
4754,Ocracoke_PamlicoSound_NC,,,35.1153731,-75.98735,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ocr,,,,,,,,,,,,,,,ocracoke_pamlicosound_nc-ocr-usa-ncdem,NCDEM,North Carolina Department of Emergency Management,https://fiman.nc.gov/,stalke@calpoly.edu,North Carolina Department of Emergency Management,https://fiman.nc.gov/,Unspecified,NAD 83,2013-04-30 21:00:00,2021-04-24 13:00:00,9.0,0.0,Zero is 0 ft above NAVD-88 datum,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues,Ocracoke_PamlicoSound_NC,4754
1271,Gazimagusa,gazi,,35.123,33.95,Cyprus,,General Directorate of Mapping ( Turkey ),,1.47,-down-,797d,2',2021-12-01 23:16:49,-down-,20160.0,0.0,-down-,,0.0,0.0,0.5',,2',Gazimagusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271
2253,Katsuura,,,35.12945,140.24945,JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GS11,,,,,,,,,,,,,,,katsuura-gs11-jpn-jodc_giaj,JODC_GIAJ,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Geospatial Information Authority of Japan,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Unspecified,1966-12-31 15:00:00,2019-12-31 14:00:00,53.0,0.0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,Katsuura,2253
4904,Port San Luis CA,pslu,,35.168,-120.753,USA,web,National Ocean Service-NOAA ( USA ),336A07D8,1.22,10:21,7',6',2006-06-07 04:30:00,9791,10080.0,97.0,41357,41760.0,99.0,100.0,1',4',6',Port San Luis CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4904
4753,Ocracoke_Island,,,35.1713,-75.8174,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8654572,,,,,,,,,,,,,,,ocracoke_island-8654572-usa-noaa,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,Unspecified,2012-01-01 01:00:00,2012-08-11 17:00:00,1.0,0.0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,Ocracoke_Island,4753
